yearAndColor,tone,panelNo,details,bgColor,manufacturer,colorCode,colorDescription,yearRange,models,modelsWithYears,alternativeCodes,alternativeDescriptions,familyId,sid,make,model,description,url,content,year,color,image_path
,STANDARD,35848,Color Information,"rgba(1, 1, 1, 1)",,C36,,,,,,,238042,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C36 DRAVITGRAU-MET. 2017 - 2025,2017 - 2025,DRAVITGRAU-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763035862704_64693_238042_6915c9683b5c50.05388397_0.png
,STANDARD,35833,Color Information,"rgba(1, 1, 1, 1)",,C37,,,,,,,248517,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C37 FROZEN GRAY II-MET. 2017 - 2025,2017 - 2025,FROZEN GRAY II-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763035881826_96876_248517_6915c9683b5c50.05388397_0.png
,STANDARD,35940,Color Information,"rgba(1, 1, 1, 1)",,C3D,,,,,,,262867,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C3D MANHATTAN-MET. 2018 - 2025,2018 - 2025,MANHATTAN-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763035898274_22623_262867_6915c9683b5c50.05388397_0.png
,STANDARD,35937,Color Information,"rgba(61, 0, 0, 1)",,C3G,,,,,,,320307,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C3G TORONTO ROT-MET. 2018 - 2025,2018 - 2025,TORONTO ROT-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763035912312_19153_320307_6915c9683b5c50.05388397_0.png
,STANDARD,35941,Color Information,"rgba(0, 1, 1, 1)",,C3N,,,,,,,272544,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C3N STORM BAY-MET. 2018 - 2025,2018 - 2025,STORM BAY-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763035927714_53081_272544_6915c9683b5c50.05388397_0.png
,STANDARD,31582,Color Information,"rgba(0, 0, 1, 1)",,C3Z,,,,,,,562426,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C3Z TANSANITBLAU-MET. 2011 - 2025,2011 - 2025,TANSANITBLAU-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763035943091_16423_562426_6915c9683b5c50.05388397_0.png
,STANDARD,36121,Color Information,"rgba(10, 10, 10, 1)",,C4A,,,,,,,341787,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C4A OXIDGRAU-MET. 2018 - 2025,2018 - 2025,OXIDGRAU-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763035959220_88567_341787_6915c9683b5c50.05388397_0.png
,STANDARD,38564,Color Information,"rgba(0, 1, 0, 1)",,C4E,,,,,,,531097,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C4E SAN REMO GREEN-MET. 2019 - 2025,2019 - 2025,SAN REMO GREEN-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763035975083_68895_531097_6915c9683b5c50.05388397_0.png
,STANDARD,36918,Color Information,"rgba(0, 1, 1, 1)",,C4F,,,,,,,493847,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C4F ARCTIC RACE BLUE-MET. 2019 - 2025,2019 - 2025,ARCTIC RACE BLUE-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763035992489_82077_493847_6915c9683b5c50.05388397_0.png
,STANDARD,38565,Color Information,"rgba(0, 2, 1, 1)",,C4G,,,,,,,535311,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C4G ISLE OF MAN GRUEN-MET. 2020 - 2025,2020 - 2025,ISLE OF MAN GRUEN-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036042883_52170_535311_6915c9683b5c50.05388397_0.png
,STANDARD,01010,Color Information,"rgb(185, 188, 77)",,C4H,,,,,,,524864,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C4H SAO PAULO GELB 2019 - 2025,2019 - 2025,SAO PAULO GELB,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036060838_81829_524864_6915c9683b5c50.05388397_0.png
,STANDARD,38566,Color Information,"rgba(41, 49, 53, 1)",,C4P,,,,,,,523958,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C4P BROOKLYN GRAU-MET. 2020 - 2025,2020 - 2025,BROOKLYN GRAU-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036076588_90071_523958_6915c9683b5c50.05388397_0.png
,STANDARD,38567,Color Information,"rgba(4, 10, 11, 1)",,C4W,,,,,,,526117,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C4W SKYSCRAPER GRAU-MET. 2020 - 2025,2020 - 2025,SKYSCRAPER GRAU-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036093470_37332_526117_6915c9683b5c50.05388397_0.png
,STANDARD,38462,Color Information,"rgba(0, 1, 3, 1)",,C55,,,,,,,510033,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C55 SPARKLING KUPFERGRAU-MET. 2020 - 2025,2020 - 2025,SPARKLING KUPFERGRAU-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036110423_40779_510033_6915c9683b5c50.05388397_0.png
,STANDARD,38463,Color Information,"rgba(1, 0, 1, 1)",,C56,,,,,,,517073,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C56 THUNDERNIGHT-MET. 2020 - 2025,2020 - 2025,THUNDERNIGHT-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036132556_47013_517073_6915c9683b5c50.05388397_0.png
,STANDARD,35094,Color Information,"rgba(1, 0, 0, 1)",,C57,,,,,,,639186,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C57 AVENTURINROT-MET. 2015 - 2025,2015 - 2025,AVENTURINROT-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036149661_60610_639186_6915c9683b5c50.05388397_0.png
,STANDARD,39009,Color Information,"rgba(1, 5, 7, 1)",,C5A,,,,,,,585316,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C5A FROZEN PURE GRAY-MET. 2020 - 2025,2020 - 2025,FROZEN PURE GRAY-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036165504_21636_585316_6915c9683b5c50.05388397_0.png
,STANDARD,01010,Color Information,"rgb(185, 188, 77)",,C5H,,,,,,,524796,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C5H SAO PAULO GELB 2019 - 2025,2019 - 2025,SAO PAULO GELB,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036182106_16066_524796_6915c9683b5c50.05388397_0.png
,STANDARD,39128,Color Information,"rgba(0, 1, 13, 1)",,C5L,,,,,,,604044,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C5L BLUE BAY LAGOON-MET. 2020 - 2025,2020 - 2025,BLUE BAY LAGOON-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036198487_78294_604044_6915c9683b5c50.05388397_0.png
,STANDARD,38584,Color Information,"rgba(0, 1, 1, 1)",,C5Y,,,,,,,993438,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C5Y CAPE YORK GRUN-MET. 2020 - 2025,2020 - 2025,CAPE YORK GRUN-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036213941_95640_993438_6915c9683b5c50.05388397_0.png
,STANDARD,45662,Color Information,"rgba(48, 0, 0, 1)",,C66,,,,,,,712424,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C66 UTAH ORANGE-MET. 2022 - 2025,2022 - 2025,UTAH ORANGE-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036230030_33785_712424_6915c9683b5c50.05388397_0.png
,STANDARD,39124,Color Information,"rgba(42, 42, 40, 1)",,C67,,,,,,,600118,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C67 MELTING SILVER III-MET. 2021 - 2025,2021 - 2025,MELTING SILVER III-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036278366_60817_600118_6915c9683b5c50.05388397_0.png
,STANDARD,45812,Color Information,"rgba(8, 0, 0, 1)",,C68,,,,,,,737750,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C68 MINERALROT-MET. 2022 - 2025,2022 - 2025,MINERALROT-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036293815_46543_737750_6915c9683b5c50.05388397_0.png
,STANDARD,39124,Color Information,"rgba(47, 47, 45, 1)",,C6B,,,,,,,600131,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C6B MELTING SILVER III-MET. 2021 - 2025,2021 - 2025,MELTING SILVER III-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036308574_46155_600131_6915c9683b5c50.05388397_0.png
,STANDARD,01406,Color Information,"rgb(125, 173, 208)",,C6E,,,,,,,602580,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C6E ZANDVOORT BLAU 2021 - 2025,2021 - 2025,ZANDVOORT BLAU,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036324762_91009_602580_6915c9683b5c50.05388397_0.png
,STANDARD,38711,Color Information,"rgba(0, 0, 10, 1)",,C6R,,,,,,,1002027,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C6R FROZEN PORTIMAO BLAU-MET. 2020 - 2025,2020 - 2025,FROZEN PORTIMAO BLAU-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036341003_26705_1002027_6915c9683b5c50.05388397_0.png
,STANDARD,47182,Color Information,"rgba(76, 67, 58, 1)",,C7A,,,,,,,1086040,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW C7A DUNE GREY-MET. 2023 - 2025,2023 - 2025,DUNE GREY-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036356466_31773_1086040_6915c9683b5c50.05388397_0.png
,STANDARD,21346,Color Information,"rgba(0, 0, 1, 1)",,FE60-51G6,,,,,,,3016,6915c9683b5c50.05388397,BMW,All Models,,/v2/search/family,BMW FE60-51G6 BLAU II ALPINA-MET. 2000 - 2025,2000 - 2025,BLAU II ALPINA-MET.,paint\colors\BMW\2025\All Models\Related Colors\Color Family\Solid and Effect\1763036373512_68507_3016_6915c9683b5c50.05388397_0.png
Underhood,STANDARD,11749,Color Information,"rgb(97, 116, 117)",BMW,GRAUGRUEN,Manufacturer,2000 - 2000,,,,,57258,691a9332887c30.88177434,BMW,All Models,,/v2/search/family,BMW GRAUGRUEN 2000 - 2000 Underhood,2000 - 2000,GRAUGRUEN,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/0e1d4dd1ea5626905b527ec7ddc9167a.png?v=1763349403
,STANDARD,16624,Color Information,"rgb(255, 255, 255)",,HELLGRAU,,,,,,,72229,691a9332887c30.88177434,BMW,All Models,,/v2/search/family,BMW HELLGRAU 1991 - 1992 Bumper,1991 - 1992,HELLGRAU,https://cdn.shopify.com/s/files/1/0600/6938/0246/files/9179227779d63d82ae0a521904603343_de5f90f8-ad70-4295-aafc-feb251748c07.png?v=1763349414
